Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Hubei,Mainland China,2/1/2020 23:33,9074,,215,294
Zhejiang,Mainland China,2/2/2020 2:13,661,,23,0
Guangdong,Mainland China,2/2/2020 1:23,604,,14,0
Henan,Mainland China,2/2/2020 0:53,493,,4,2
Hunan,Mainland China,2/2/2020 1:53,463,,8,0
Anhui,Mainland China,2/2/2020 1:33,340,,5,0
Jiangxi,Mainland China,2/2/2020 1:23,333,,10,0
Chongqing,Mainland China,2/1/2020 23:43,262,,3,1
Jiangsu,Mainland China,2/2/2020 1:13,236,,6,0
Sichuan,Mainland China,2/2/2020 1:03,231,,3,1
Shandong,Mainland China,2/2/2020 1:03,225,,5,0
Beijing,Mainland China,2/2/2020 3:05,183,,9,1
Shanghai,Mainland China,2/2/2020 0:23,177,,10,1
Fujian,Mainland China,2/2/2020 3:43,159,,0,0
Shaanxi,Mainland China,2/2/2020 3:23,116,,0,0
Guangxi,Mainland China,2/2/2020 0:23,111,,2,0
Hebei,Mainland China,2/2/2020 2:53,104,,3,1
Heilongjiang,Mainland China,2/2/2020 3:23,95,,2,2
Yunnan,Mainland China,2/1/2020 15:53,93,,2,0
Liaoning,Mainland China,2/1/2020 15:23,64,,1,0
Hainan,Mainland China,2/2/2020 1:03,63,,1,1
Shanxi,Mainland China,2/1/2020 23:33,56,,1,0
Tianjin,Mainland China,2/2/2020 2:03,45,,0,0
Gansu,Mainland China,2/1/2020 15:43,40,,0,0
Guizhou,Mainland China,2/2/2020 1:03,38,,2,0
Ningxia,Mainland China,2/2/2020 1:43,28,,0,0
Inner Mongolia,Mainland China,2/2/2020 3:43,27,,1,0
Jilin,Mainland China,2/2/2020 2:33,23,,1,0
Xinjiang,Mainland China,2/2/2020 0:43,21,,0,0
,Japan,2/1/2020 18:53,20,,1,0
,Thailand,1/31/2020 10:37,19,,5,0
,Singapore,2/2/2020 1:03,18,,0,0
,South Korea,2/2/2020 2:23,15,,0,0
Hong Kong,Hong Kong,2/2/2020 1:03,14,,0,0
Taiwan,Taiwan,1/31/2020 15:20,10,,0,0
Qinghai,Mainland China,2/1/2020 5:37,9,,0,0
,Germany,2/1/2020 23:33,8,,0,0
,Malaysia,1/31/2020 8:15,8,,0,0
Macau,Macau,1/31/2020 8:15,7,,0,0
,France,2/1/2020 1:52,6,,0,0
,Vietnam,2/1/2020 7:38,6,,1,0
New South Wales,Australia,2/1/2020 18:12,4,,2,0
Victoria,Australia,2/1/2020 18:12,4,,0,0
,United Arab Emirates,1/31/2020 8:15,4,,0,0
Queensland,Australia,2/1/2020 18:12,3,,0,0
Ontario,Canada,2/1/2020 18:12,3,,0,0
,Italy,1/31/2020 8:15,2,,0,0
,Philippines,2/2/2020 3:33,2,,0,1
,Russia,1/31/2020 16:13,2,,0,0
,UK,2/1/2020 1:52,2,,0,0
"Chicago, IL",United States,2/1/2020 19:43,2,,0,0
South Australia,Australia,2/1/2020 18:12,1,,0,0
,Cambodia,1/31/2020 8:15,1,,0,0
British Columbia,Canada,2/1/2020 18:12,1,,0,0
,Finland,1/31/2020 8:15,1,,0,0
,India,1/31/2020 8:15,1,,0,0
Tibet,Mainland China,2/1/2020 1:52,1,,0,0
,Nepal,1/31/2020 8:15,1,,0,0
,Spain,2/1/2020 23:43,1,,0,0
,Sri Lanka,1/31/2020 8:15,1,,0,0
,Sweden,2/1/2020 2:13,1,,0,0
"Boston, MA",United States,2/1/2020 19:43,1,,0,0
"Los Angeles, CA",United States,2/1/2020 19:53,1,,0,0
"Orange, CA",United States,2/1/2020 19:53,1,,0,0
"Santa Clara, CA",United States,2/1/2020 19:53,1,,0,0
"Seattle, WA",United States,2/1/2020 19:43,1,,0,0
"Tempe, AZ",United States,2/1/2020 19:43,1,,0,0
Hubei,Mainland China,2/1/2020 11:53,7153,,168,249
Zhejiang,Mainland China,2/1/2020 10:53,599,,21,0
Guangdong,Mainland China,2/1/2020 14:23,535,,14,0
Henan,Mainland China,2/1/2020 1:52,422,,3,2
Hunan,Mainland China,2/1/2020 11:03,389,,8,0
Anhui,Mainland China,2/1/2020 13:33,297,,5,0
Jiangxi,Mainland China,2/1/2020 1:52,286,,9,0
Chongqing,Mainland China,2/1/2020 8:43,247,,3,1
Sichuan,Mainland China,2/1/2020 1:52,207,,3,1
Shandong,Mainland China,2/1/2020 7:51,206,,3,0
Jiangsu,Mainland China,2/1/2020 14:03,202,,6,0
Shanghai,Mainland China,2/1/2020 6:05,169,,10,1
Beijing,Mainland China,2/1/2020 9:17,168,,9,1
Fujian,Mainland China,2/1/2020 5:37,144,,0,0
Shaanxi,Mainland China,2/1/2020 5:37,101,,0,0
Guangxi,Mainland China,2/1/2020 1:52,100,,2,0
Hebei,Mainland China,2/1/2020 1:52,96,,0,1
Yunnan,Mainland China,2/1/2020 15:53,93,,2,0
Heilongjiang,Mainland China,2/1/2020 10:33,80,,2,2
Liaoning,Mainland China,2/1/2020 15:23,64,,1,0
Hainan,Mainland China,2/1/2020 8:43,62,,1,1
Shanxi,Mainland China,2/1/2020 1:52,47,,1,0
Tianjin,Mainland China,2/1/2020 15:43,41,,0,0
Gansu,Mainland China,2/1/2020 15:43,40,,0,0
Guizhou,Mainland China,1/31/2020 15:20,29,,2,0
Ningxia,Mainland China,2/1/2020 2:13,26,,0,0
Inner Mongolia,Mainland China,2/1/2020 5:37,23,,1,0
,Japan,2/1/2020 18:53,20,,1,0
,Thailand,1/31/2020 10:37,19,,5,0
Xinjiang,Mainland China,2/1/2020 5:37,18,,0,0
Jilin,Mainland China,2/1/2020 1:52,17,,1,0
,Singapore,2/1/2020 5:37,16,,0,0
Hong Kong,Hong Kong,2/1/2020 5:37,13,,0,0
,South Korea,2/1/2020 10:43,12,,0,0
Taiwan,Taiwan,1/31/2020 15:20,10,,0,0
Qinghai,Mainland China,2/1/2020 5:37,9,,0,0
,Malaysia,1/31/2020 8:15,8,,0,0
,Germany,2/1/2020 18:33,8,,0,0
Macau,Macau,1/31/2020 8:15,7,,0,0
,France,2/1/2020 1:52,6,,0,0
,Vietnam,2/1/2020 7:38,6,,1,0
New South Wales,Australia,2/1/2020 18:12,4,,2,0
Victoria,Australia,2/1/2020 18:12,4,,0,0
,United Arab Emirates,1/31/2020 8:15,4,,0,0
Queensland,Australia,2/1/2020 18:12,3,,0,0
Ontario,Canada,2/1/2020 18:12,3,,0,0
,Italy,1/31/2020 8:15,2,,0,0
,Russia,1/31/2020 16:13,2,,0,0
,UK,2/1/2020 1:52,2,,0,0
"Chicago, IL",United States,2/1/2020 19:43,2,,0,0
South Australia,Australia,2/1/2020 18:12,1,,0,0
,Cambodia,1/31/2020 8:15,1,,0,0
British Columbia,Canada,2/1/2020 18:12,1,,0,0
,Finland,1/31/2020 8:15,1,,0,0
,India,1/31/2020 8:15,1,,0,0
Tibet,Mainland China,2/1/2020 1:52,1,,0,0
,Nepal,1/31/2020 8:15,1,,0,0
,Philippines,2/1/2020 17:43,1,,0,0
,Spain,2/1/2020 2:13,1,,0,0
,Sri Lanka,1/31/2020 8:15,1,,0,0
,Sweden,2/1/2020 2:13,1,,0,0
"Boston, MA",United States,2/1/2020 19:43,1,,0,0
"Los Angeles, CA",United States,2/1/2020 19:53,1,,0,0
"Orange, CA",United States,2/1/2020 19:53,1,,0,0
"Santa Clara, CA",United States,2/1/2020 19:53,1,,0,0
"Seattle, WA",United States,2/1/2020 19:43,1,,0,0
"Tempe, AZ",United States,2/1/2020 19:43,1,,0,0
Hubei,Mainland China,2/1/2020 10:00,7153,,168,249
Zhejiang,Mainland China,2/1/2020 10:00,599,,21,
Guangdong,Mainland China,2/1/2020 10:00,535,,14,
Henan,Mainland China,2/1/2020 10:00,422,,3,2
Hunan,Mainland China,2/1/2020 10:00,389,,8,
Anhui,Mainland China,2/1/2020 10:00,297,,5,
Jiangxi,Mainland China,2/1/2020 10:00,286,,9,
Chongqing,Mainland China,2/1/2020 10:00,247,,3,1
Sichuan,Mainland China,2/1/2020 10:00,207,,3,1
Shandong,Mainland China,2/1/2020 10:00,206,,3,
Jiangsu,Mainland China,2/1/2020 10:00,202,,6,
Shanghai,Mainland China,2/1/2020 10:00,169,,10,1
Beijing,Mainland China,2/1/2020 10:00,168,,9,1
Fujian,Mainland China,2/1/2020 10:00,144,,,
Shaanxi,Mainland China,2/1/2020 10:00,101,,,
Guangxi,Mainland China,2/1/2020 10:00,100,,2,
Hebei,Mainland China,2/1/2020 10:00,96,,,1
Yunnan,Mainland China,2/1/2020 10:00,91,,2,
Heilongjiang,Mainland China,2/1/2020 10:00,80,,2,2
Liaoning,Mainland China,2/1/2020 10:00,63,,1,
Hainan,Mainland China,2/1/2020 10:00,62,,1,1
Shanxi,Mainland China,2/1/2020 10:00,47,,1,
Tianjin,Mainland China,2/1/2020 10:00,38,,,
Gansu,Mainland China,2/1/2020 10:00,35,,,
Guizhou,Mainland China,2/1/2020 10:00,29,,2,
Ningxia,Mainland China,2/1/2020 10:00,26,,,
Inner Mongolia,Mainland China,2/1/2020 10:00,23,,1,
Xinjiang,Mainland China,2/1/2020 10:00,18,,,
Jilin,Mainland China,2/1/2020 10:00,17,,1,
Hong Kong,Hong Kong,2/1/2020 10:00,13,,,
Taiwan,Taiwan,2/1/2020 10:00,10,,,
Qinghai,Mainland China,2/1/2020 10:00,9,,,
Macau,Macau,2/1/2020 10:00,7,,,
Tibet,Mainland China,2/1/2020 10:00,1,,,
Washington,United States,2/1/2020 10:00,1,,,
Illinois,United States,2/1/2020 10:00,2,,,
California,United States,2/1/2020 10:00,3,,,
Arizona,United States,2/1/2020 10:00,1,,,
,Japan,2/1/2020 10:00,17,,1,
,Thailand,2/1/2020 10:00,19,,7,
,South Korea,2/1/2020 10:00,12,,,
,Singapore,2/1/2020 10:00,18,,,
,Vietnam,2/1/2020 10:00,6,,1,
,France,2/1/2020 10:00,6,,,
,Nepal,2/1/2020 10:00,1,,,
,Malaysia,2/1/2020 10:00,8,,,
Ontario,Canada,2/1/2020 10:00,3,,,
British Columbia,Canada,2/1/2020 10:00,1,,,
,Cambodia,2/1/2020 10:00,1,,,
,Sri Lanka,2/1/2020 10:00,1,,1,
New South Wales,Australia,2/1/2020 10:00,4,,2,
Victoria,Australia,2/1/2020 10:00,4,,,
Queensland,Australia,2/1/2020 10:00,3,,,
South Australia,Australia,2/1/2020 10:00,1,,,
Bavaria,Germany,2/1/2020 10:00,7,,,
,Finland,2/1/2020 10:00,1,,,
,United Arab Emirates,2/1/2020 10:00,4,,,
,Philippines,2/1/2020 10:00,1,,,
,India,2/1/2020 10:00,1,,,
,Italy,2/1/2020 10:00,2,,,
,Sweden,2/1/2020 10:00,1,,,
,Russia,2/1/2020 10:00,2,,,
,Spain,2/1/2020 10:00,1,,,
,UK,2/1/2020 10:00,2,,,
Hubei,Mainland China,1/31/2020 19:00,7153,,169,249
Zhejiang,Mainland China,1/31/2020 19:00,537,,14,
Guangdong,Mainland China,1/31/2020 19:00,436,,10,
Henan,Mainland China,1/31/2020 19:00,352,,3,2
Hunan,Mainland China,1/31/2020 19:00,332,,3,
Jiangxi,Mainland China,1/31/2020 19:00,240,,7,
Chongqing,Mainland China,1/31/2020 19:00,238,,1,1
Anhui,Mainland China,1/31/2020 19:00,237,,3,
Shandong,Mainland China,1/31/2020 19:00,184,,2,
